Date, CostBasis
2016-09-20,1525500.0
2016-10-10,1539625.0
2016-10-30,1553750.0
2016-11-19,1567875.0
2016-12-09,1582000.0
2016-12-29,1596125.0
2017-01-18,1610250.0
2017-02-07,1624375.0
2017-02-27,1638500.0
2017-03-19,1652625.0
2017-04-08,1666750.0
2017-04-28,1680875.0
2017-05-18,1695000.0
2017-06-07,1709125.0
2017-06-27,1723250.0
2017-07-17,1737375.0
2017-08-06,1751500.0
2017-08-26,1765625.0
2017-09-15,1779750.0
2017-10-05,1793875.0
2017-10-25,1808000.0
2017-11-14,1822125.0
2017-12-04,1836250.0
2017-12-24,1850375.0
2018-01-13,1864500.0
2018-02-02,1878625.0
2018-02-22,1892750.0
2018-03-14,1906875.0
2018-04-03,1921000.0
2018-04-23,1935125.0
2018-05-13,1949250.0
2018-06-02,1963375.0
2018-06-22,1977500.0
2018-07-12,1991625.0
2018-08-01,2005750.0
2018-08-21,2019875.0
2018-09-10,2034000.0
2018-09-30,2048125.0
2018-10-20,2062250.0
2018-11-09,2076375.0
2018-11-29,2090500.0
2018-12-19,2104625.0
2019-01-08,2118750.0
2019-01-28,2132875.0
2019-02-17,2147000.0
2019-03-09,2161125.0
2019-03-29,2175250.0
2019-04-18,2189375.0
2019-05-08,2203500.0
2019-05-28,2217625.0
2019-06-17,2231750.0
2019-07-07,2245875.0
2019-07-27,2260000.0
2019-08-16,2274125.0
2019-09-05,2288250.0
2019-09-25,2302375.0
2019-10-15,2316500.0
2019-11-04,2330625.0
2019-11-24,2344750.0
2019-12-14,2358875.0
2020-01-03,2373000.0
2020-01-23,2387125.0
2020-02-12,2401250.0
2020-03-03,2415375.0
2020-03-23,2429500.0
2020-04-12,2443625.0
2020-05-02,2457750.0
2020-05-22,2471875.0
2020-06-11,2486000.0
2020-07-01,2500125.0
2020-07-21,2514250.0
2020-08-10,2528375.0
2020-08-30,2542500.0
2020-09-19,2556625.0
2020-10-09,2570750.0
2020-10-29,2584875.0
2020-11-18,2599000.0
2020-12-08,2613125.0
2020-12-28,2627250.0
2021-01-17,2641375.0
2021-02-06,2655500.0
2021-02-26,2669625.0
2021-03-18,2683750.0
2021-04-07,2697875.0
2021-04-27,2712000.0
2021-05-17,2726125.0
2021-06-06,2740250.0
2021-06-26,2754375.0
2021-07-16,2768500.0
2021-08-05,2782625.0
2021-08-25,2796750.0
2021-09-14,2810875.0
2021-10-04,2825000.0
2021-10-24,2839125.0
2021-11-13,2853250.0
2021-12-03,2867375.0
2021-12-23,2881500.0
2022-01-12,2895625.0
2022-02-01,2909750.0
2022-02-21,2923875.0
2022-03-13,2938000.0
2022-04-02,2952125.0
2022-04-22,2966250.0
2022-05-12,2980375.0
2022-06-01,2994500.0
2022-06-21,3008625.0
2022-07-11,3022750.0
2022-07-31,3036875.0
2022-08-20,3051000.0
2022-09-09,3065125.0
2022-09-29,3079250.0
2022-10-10,3079271.01010101
2022-10-19,3093417.02020202
2022-10-28,3093438.0303030303
2022-11-06,3093459.0404040404
2022-11-08,3107584.0404040404
