Date, CostBasis
2020-12-18,9930112.549191926
2020-12-21,9934112.549191926
2020-12-24,9938112.549191926
2020-12-27,9942112.549191926
2020-12-30,9946112.549191926
2021-01-02,1.015213475121213E7
2021-01-05,1.015613475121213E7
2021-01-08,1.016013475121213E7
2021-01-11,1.016413475121213E7
2021-01-14,1.016813475121213E7
2021-01-17,1.017213475121213E7
2021-01-20,1.017613475121213E7
2021-01-21,1.017773675121213E7
2021-01-23,1.018173675121213E7
2021-01-26,1.018573675121213E7
2021-01-29,1.018973675121213E7
2021-02-01,1.019373675121213E7
2021-02-04,1.019773675121213E7
2021-02-07,1.020173675121213E7
2021-02-10,1.020573675121213E7
2021-02-11,1.0407758953232333E7
2021-02-13,1.0411758953232333E7
2021-02-16,1.0415758953232333E7
2021-02-19,1.0419758953232333E7
2021-02-22,1.0423758953232333E7
2021-02-25,1.0427758953232333E7
2021-02-28,1.0431758953232333E7
2021-03-03,1.0435758953232333E7
2021-03-06,1.0439758953232333E7
2021-03-09,1.0443758953232333E7
2021-03-12,1.0447758953232333E7
2021-03-15,1.0451758953232333E7
2021-03-18,1.0455758953232333E7
2021-03-21,1.0459758953232333E7
2021-03-23,1.0661781155252537E7
2021-03-24,1.0665781155252537E7
2021-03-27,1.0669781155252537E7
2021-03-30,1.0673781155252537E7
2021-04-01,1.0675383155252537E7
2021-04-02,1.0679383155252537E7
2021-04-05,1.0683383155252537E7
2021-04-08,1.075960837747476E7
2021-04-11,1.076360837747476E7
2021-04-14,1.076760837747476E7
2021-04-17,1.077160837747476E7
2021-04-20,1.077560837747476E7
2021-04-23,1.077960837747476E7
2021-04-26,1.078360837747476E7
2021-04-29,1.078760837747476E7
2021-05-02,1.0993630579494964E7
2021-05-05,1.0997630579494964E7
2021-05-08,1.1001630579494964E7
2021-05-11,1.1005630579494964E7
2021-05-14,1.1009630579494964E7
2021-05-17,1.1013630579494964E7
2021-05-20,1.1017630579494964E7
2021-05-23,1.1021630579494964E7
2021-05-26,1.1025630579494964E7
2021-05-29,1.1029630579494964E7
2021-06-01,1.1033630579494964E7
2021-06-04,1.1037630579494964E7
2021-06-07,1.1041630579494964E7
2021-06-10,1.1047232579494964E7
2021-06-11,1.1249254781515168E7
2021-06-13,1.1253254781515168E7
2021-06-16,1.1257254781515168E7
2021-06-19,1.1261254781515168E7
2021-06-22,1.1265254781515168E7
2021-06-25,1.1269254781515168E7
2021-06-28,1.1273254781515168E7
2021-07-01,1.1277254781515168E7
2021-07-04,1.1281254781515168E7
2021-07-07,1.1285254781515168E7
2021-07-10,1.1289254781515168E7
2021-07-13,1.1293254781515168E7
2021-07-16,1.1297254781515168E7
2021-07-19,1.1301254781515168E7
2021-07-21,1.1503276983535372E7
2021-07-22,1.1507276983535372E7
2021-07-25,1.1511276983535372E7
2021-07-28,1.1515276983535372E7
2021-07-31,1.1519276983535372E7
2021-08-03,1.1523276983535372E7
2021-08-06,1.1527276983535372E7
2021-08-09,1.1531276983535372E7
2021-08-12,1.1535276983535372E7
2021-08-15,1.1539276983535372E7
2021-08-18,1.1543276983535372E7
2021-08-19,1.1544878983535372E7
2021-08-21,1.1548878983535372E7
2021-08-24,1.1552878983535372E7
2021-08-27,1.1556878983535372E7
2021-08-30,1.1762901185555575E7
2021-09-02,1.1766901185555575E7
2021-09-05,1.1770901185555575E7
2021-09-08,1.1774901185555575E7
2021-09-11,1.1778901185555575E7
2021-09-14,1.1782901185555575E7
2021-09-17,1.1786901185555575E7
2021-09-20,1.1790901185555575E7
2021-09-23,1.1794901185555575E7
2021-09-26,1.1798901185555575E7
2021-09-29,1.1802901185555575E7
2021-10-02,1.1806901185555575E7
2021-10-05,1.18831264077778E7
2021-10-08,1.18871264077778E7
2021-10-09,1.2089148609798003E7
2021-10-11,1.2093148609798003E7
2021-10-14,1.2097148609798003E7
2021-10-17,1.2101148609798003E7
2021-10-20,1.2105148609798003E7
2021-10-23,1.2109148609798003E7
2021-10-26,1.2113148609798003E7
2021-10-28,1.2114750609798003E7
2021-10-29,1.2118750609798003E7
2021-11-01,1.2122750609798003E7
2021-11-04,1.2126750609798003E7
2021-11-07,1.2130750609798003E7
2021-11-10,1.2134750609798003E7
2021-11-13,1.2138750609798003E7
2021-11-16,1.2142750609798003E7
2021-11-18,1.2344772811818207E7
2021-11-19,1.2348772811818207E7
2021-11-22,1.2352772811818207E7
2021-11-25,1.2356772811818207E7
2021-11-28,1.2360772811818207E7
2021-12-01,1.2364772811818207E7
2021-12-04,1.2368772811818207E7
2021-12-07,1.2372772811818207E7
2021-12-10,1.2376772811818207E7
2021-12-13,1.2380772811818207E7
2021-12-16,1.2384772811818207E7
2021-12-19,1.2388772811818207E7
2021-12-22,1.2392772811818207E7
2021-12-25,1.2396772811818207E7
2021-12-28,1.260279501383841E7
2021-12-31,1.260679501383841E7
2022-01-03,1.261079501383841E7
2022-01-06,1.261639701383841E7
2022-01-09,1.262039701383841E7
2022-01-12,1.262439701383841E7
2022-01-15,1.262839701383841E7
2022-01-18,1.263239701383841E7
2022-01-21,1.263639701383841E7
2022-01-24,1.264039701383841E7
2022-01-27,1.264439701383841E7
2022-01-30,1.264839701383841E7
2022-02-02,1.265239701383841E7
2022-02-05,1.265639701383841E7
2022-02-06,1.2858419215858614E7
2022-02-08,1.2862419215858614E7
2022-02-11,1.2866419215858614E7
2022-02-14,1.2870419215858614E7
2022-02-17,1.2874419215858614E7
2022-02-20,1.2878419215858614E7
2022-02-23,1.2882419215858614E7
2022-02-26,1.2886419215858614E7
2022-03-01,1.2890419215858614E7
2022-03-04,1.2894419215858614E7
2022-03-07,1.2898419215858614E7
2022-03-10,1.2902419215858614E7
2022-03-13,1.2906419215858614E7
2022-03-16,1.2910419215858614E7
2022-03-17,1.2912021215858614E7
2022-03-18,1.3114043417878818E7
2022-03-19,1.3118043417878818E7
2022-03-22,1.3122043417878818E7
2022-03-25,1.3126043417878818E7
2022-03-28,1.3130043417878818E7
2022-03-31,1.3134043417878818E7
2022-04-03,1.3210268640101042E7
2022-04-06,1.3214268640101042E7
2022-04-09,1.3218268640101042E7
2022-04-12,1.3222268640101042E7
2022-04-15,1.3226268640101042E7
2022-04-18,1.3230268640101042E7
2022-04-21,1.3234268640101042E7
2022-04-24,1.3238268640101042E7
2022-04-27,1.3444290842121245E7
2022-04-30,1.3448290842121245E7
2022-05-03,1.3452290842121245E7
2022-05-06,1.3456290842121245E7
2022-05-09,1.3460290842121245E7
2022-05-12,1.3464290842121245E7
2022-05-15,1.3468290842121245E7
2022-05-18,1.3472290842121245E7
2022-05-21,1.3476290842121245E7
2022-05-24,1.3480290842121245E7
2022-05-26,1.3481892842121245E7
2022-05-27,1.3485892842121245E7
2022-05-30,1.3489892842121245E7
2022-06-02,1.3493892842121245E7
2022-06-05,1.3497892842121245E7
2022-06-06,1.3699915044141449E7
2022-06-08,1.3703915044141449E7
2022-06-11,1.3707915044141449E7
2022-06-14,1.3711915044141449E7
2022-06-17,1.3715915044141449E7
2022-06-20,1.3719915044141449E7
2022-06-23,1.3723915044141449E7
2022-06-26,1.3727915044141449E7
2022-06-29,1.3731915044141449E7
2022-07-02,1.3735915044141449E7
2022-07-05,1.3739915044141449E7
2022-07-08,1.3743915044141449E7
2022-07-11,1.3747915044141449E7
2022-07-14,1.3751915044141449E7
2022-07-16,1.3953937246161653E7
2022-07-17,1.3957937246161653E7
2022-07-20,1.3961937246161653E7
2022-07-23,1.3965937246161653E7
2022-07-26,1.3969937246161653E7
2022-07-29,1.3973937246161653E7
2022-08-01,1.3977937246161653E7
2022-08-04,1.3983539246161653E7
2022-08-07,1.3987539246161653E7
2022-08-10,1.3991539246161653E7
2022-08-13,1.3995539246161653E7
2022-08-16,1.3999539246161653E7
2022-08-19,1.4003539246161653E7
2022-08-22,1.4007539246161653E7
2022-08-25,1.4213561448181856E7
2022-08-28,1.4217561448181856E7
2022-08-31,1.4221561448181856E7
2022-09-03,1.4225561448181856E7
2022-09-06,1.4229561448181856E7
2022-09-09,1.4233561448181856E7
2022-09-12,1.4237561448181856E7
2022-09-15,1.4241561448181856E7
2022-09-18,1.4245561448181856E7
2022-09-21,1.4249561448181856E7
2022-09-24,1.4253561448181856E7
2022-09-27,1.4257561448181856E7
2022-09-30,1.433378667040408E7
2022-10-03,1.433778667040408E7
2022-10-04,1.4539808872424284E7
2022-10-06,1.4543808872424284E7
2022-10-09,1.4547808872424284E7
2022-10-13,1.4549410872424284E7
