share,quantity,purchaseDate
PNG,579.710144927536,2017-05-02
PNG,608.6956521739128,2017-06-01
PNG,637.6811594202895,2017-07-01
PNG,666.6666666666663,2017-07-31
PNG,695.652173913043,2017-08-30
PNG,724.6376811594198,2017-09-29
PNG,753.6231884057966,2017-10-29
PNG,782.6086956521733,2017-11-28
PNG,811.5942028985501,2017-12-28
PNG,840.5797101449268,2018-01-27
PNG,869.5652173913036,2018-02-26
PNG,898.5507246376803,2018-03-28
PNG,927.5362318840571,2018-04-27
PNG,956.5217391304338,2018-05-27
PNG,985.5072463768106,2018-06-26
PNG,1014.4927536231874,2018-07-26
PNG,1043.478260869564,2018-08-25
PNG,1072.4637681159409,2018-09-24
PNG,1101.4492753623176,2018-10-24
PNG,1130.4347826086944,2018-11-23
PNG,1159.4202898550711,2018-12-23
PNG,1188.405797101448,2019-01-22
PNG,1217.3913043478246,2019-02-21
PNG,1246.3768115942014,2019-03-23
PNG,1275.3623188405782,2019-04-22
PNG,1304.347826086955,2019-05-22
PNG,1333.3333333333317,2019-06-21
PNG,1362.3188405797084,2019-07-21
PNG,1391.3043478260852,2019-08-20
PNG,1420.289855072462,2019-09-19
PNG,1449.2753623188387,2019-10-19
PNG,1478.2608695652154,2019-11-18
PNG,1507.2463768115922,2019-12-18
PNG,1536.231884057969,2020-01-17
PNG,1565.2173913043457,2020-02-16
PNG,1594.2028985507225,2020-03-17
PNG,1623.1884057970992,2020-04-16
PNG,1652.173913043476,2020-05-16
PNG,1681.1594202898527,2020-06-15
PNG,1710.1449275362295,2020-07-15
PNG,1739.1304347826062,2020-08-14
PNG,1768.115942028983,2020-09-13
PNG,1797.1014492753598,2020-10-13
PNG,1826.0869565217365,2020-11-12
PNG,1855.0724637681133,2020-12-12
PNG,1884.05797101449,2021-01-11
PNG,1913.0434782608668,2021-02-10
PNG,1942.0289855072435,2021-03-12
PNG,1971.0144927536203,2021-04-11
PNG,1999.999999999997,2021-05-11
PNG,2028.9855072463738,2021-06-10
PNG,2057.971014492751,2021-07-10
PNG,2086.9565217391278,2021-08-09
PNG,2115.9420289855047,2021-09-08
PNG,2144.9275362318817,2021-10-08
PNG,2173.9130434782587,2021-11-07
PNG,2202.8985507246357,2021-12-07
PNG,2231.8840579710127,2022-01-06
PNG,2260.8695652173897,2022-02-05
PNG,2289.8550724637666,2022-03-07
PNG,2318.8405797101436,2022-04-06
PNG,2347.8260869565206,2022-05-06
PNG,2376.8115942028976,2022-06-05
PNG,2405.7971014492746,2022-07-05
PNG,2434.7826086956516,2022-08-04
PNG,2463.7681159420285,2022-09-03
PNG,2492.7536231884055,2022-10-03
PNG,2521.7391304347825,2022-11-02
