share,quantity,purchaseDate
MSFT,97.95085838160996,2022-03-13
MSFT,98.03165471022479,2022-04-02
MSFT,98.12288559735393,2022-04-22
MSFT,98.22079043385286,2022-05-12
MSFT,98.31256049478817,2022-06-01
MSFT,98.41108654507588,2022-06-21
MSFT,98.50560093016529,2022-07-11
MSFT,98.59465129705279,2022-07-31
MSFT,98.68201806273512,2022-08-20
MSFT,98.77655031714033,2022-09-09
MSFT,98.88181347503507,2022-09-29
MSFT,98.88185753614783,2022-10-10
MSFT,98.98761743554779,2022-10-19
MSFT,98.98766026002781,2022-10-28
MSFT,98.98770588544043,2022-11-06
MSFT,99.09693820072859,2022-11-08
PNG,4.154549231408392,2010-11-11
PNG,8.402637591646286,2010-12-01
PNG,12.472641661650357,2010-12-21
PNG,16.480657693714484,2011-01-10
PNG,20.539099252156042,2011-01-30
PNG,24.649251327782842,2011-02-19
PNG,28.86332633831803,2011-03-11
PNG,33.11141469855592,2011-03-31
PNG,37.22156677418272,2011-04-20
PNG,41.464248148811485,2011-05-10
PNG,45.87244739941761,2011-05-30
PNG,50.51712923871162,2011-06-19
PNG,54.88394146578585,2011-07-09
PNG,59.4774187280734,2011-07-29
PNG,65.12394611373122,2011-08-18
PNG,70.92104756300658,2011-09-07
PNG,76.79994233079023,2011-09-27
PNG,82.6788370985739,2011-10-17
PNG,88.28107799493243,2011-11-06
PNG,94.14618063422861,2011-11-26
PNG,99.90986939503553,2011-12-16
PNG,105.20087468604082,2012-01-05
PNG,110.59171026555565,2012-01-25
PNG,116.01470375796346,2012-02-14
PNG,121.2861850442049,2012-03-05
PNG,126.47290703590615,2012-03-25
PNG,131.77794682370455,2012-04-14
PNG,137.21864323284493,2012-05-04
PNG,142.7313223949177,2012-05-24
PNG,148.51166921572695,2012-06-13
PNG,154.13280468509177,2012-07-03
PNG,159.60027324714753,2012-07-23
PNG,165.06774180920328,2012-08-12
PNG,170.36996874451611,2012-09-01
PNG,175.61655846120027,2012-09-21
PNG,180.63663878248542,2012-10-11
PNG,185.72052286992823,2012-10-31
PNG,191.14645884388375,2012-11-20
PNG,196.56651304442576,2012-12-10
PNG,201.9112484800217,2012-12-30
PNG,206.9439611121304,2013-01-19
PNG,211.76788778844494,2013-02-08
PNG,216.57558009613726,2013-02-28
PNG,221.394857204571,2013-03-20
PNG,226.0095318700071,2013-04-09
PNG,230.41287841338007,2013-04-29
PNG,235.019050684223,2013-05-19
PNG,239.79232037396048,2013-06-08
PNG,244.5451720849871,2013-06-28
PNG,249.07826365343678,2013-07-18
PNG,253.86524306942528,2013-08-07
PNG,258.6068267583774,2013-08-27
PNG,263.0810996890262,2013-09-16
PNG,267.40635920459715,2013-10-06
PNG,271.6045120173595,2013-10-26
PNG,275.94290681128575,2013-11-15
PNG,280.5300627745885,2013-12-05
PNG,284.91987840233213,2013-12-25
PNG,289.26770448928863,2014-01-14
PNG,293.61553057624513,2014-02-03
PNG,297.96335666320164,2014-02-23
PNG,302.31118275015814,2014-03-15
PNG,306.65900883711464,2014-04-04
PNG,311.00683492407114,2014-04-24
PNG,315.35466101102764,2014-05-14
PNG,319.70248709798415,2014-06-03
PNG,324.05031318494065,2014-06-23
PNG,328.39813927189715,2014-07-13
PNG,332.74596535885365,2014-08-02
PNG,337.09379144581015,2014-08-22
PNG,341.44161753276666,2014-09-11
PNG,345.78944361972316,2014-10-01
PNG,350.13726970667966,2014-10-21
PNG,354.48509579363616,2014-11-10
PNG,358.83292188059266,2014-11-30
PNG,363.18074796754917,2014-12-20
PNG,367.52857405450567,2015-01-09
PNG,371.87640014146217,2015-01-29
PNG,376.2242262284187,2015-02-18
PNG,380.5720523153752,2015-03-10
PNG,384.9198784023317,2015-03-30
PNG,389.2677044892882,2015-04-19
PNG,393.6155305762447,2015-05-09
PNG,397.9633566632012,2015-05-29
PNG,402.3111827501577,2015-06-18
PNG,406.6590088371142,2015-07-08
PNG,411.0068349240707,2015-07-28
PNG,415.3546610110272,2015-08-17
PNG,419.7024870979837,2015-09-06
PNG,424.0503131849402,2015-09-26
PNG,428.3981392718967,2015-10-16
PNG,432.7459653588532,2015-11-05
PNG,437.0937914458097,2015-11-25
PNG,441.4416175327662,2015-12-15
PNG,445.7894436197227,2016-01-04
PNG,450.1372697066792,2016-01-24
PNG,454.4850957936357,2016-02-13
PNG,458.8329218805922,2016-03-04
PNG,463.1807479675487,2016-03-24
PNG,467.5285740545052,2016-04-13
PNG,471.8764001414617,2016-05-03
PNG,476.2242262284182,2016-05-23
PNG,480.5720523153747,2016-06-12
PNG,484.9198784023312,2016-07-02
PNG,489.2677044892877,2016-07-22
PNG,493.6155305762442,2016-08-11
PNG,497.9633566632007,2016-08-31
PNG,502.31118275015723,2016-09-20
PNG,506.65900883711373,2016-10-10
PNG,511.00683492407023,2016-10-30
PNG,515.3546610110268,2016-11-19
PNG,519.7024870979833,2016-12-09
PNG,524.0503131849398,2016-12-29
PNG,528.3981392718963,2017-01-18
PNG,532.7459653588528,2017-02-07
PNG,537.0937914458093,2017-02-27
PNG,541.4416175327658,2017-03-19
PNG,545.7894436197223,2017-04-08
PNG,550.1372697066788,2017-04-28
PNG,554.4850957936353,2017-05-18
PNG,558.8329218805918,2017-06-07
PNG,563.1807479675483,2017-06-27
PNG,567.5285740545048,2017-07-17
PNG,571.8764001414613,2017-08-06
PNG,576.2242262284178,2017-08-26
PNG,580.5720523153743,2017-09-15
PNG,584.9198784023308,2017-10-05
PNG,589.2677044892873,2017-10-25
PNG,593.6155305762438,2017-11-14
PNG,597.9633566632003,2017-12-04
PNG,602.3111827501568,2017-12-24
PNG,606.6590088371133,2018-01-13
PNG,611.0068349240698,2018-02-02
PNG,615.3546610110263,2018-02-22
PNG,619.7024870979828,2018-03-14
PNG,624.0503131849393,2018-04-03
PNG,628.3981392718958,2018-04-23
PNG,632.7459653588523,2018-05-13
PNG,637.0937914458088,2018-06-02
PNG,641.4416175327653,2018-06-22
PNG,645.7894436197219,2018-07-12
PNG,650.1372697066784,2018-08-01
PNG,654.4850957936349,2018-08-21
PNG,658.8329218805914,2018-09-10
PNG,663.1807479675479,2018-09-30
PNG,667.5285740545044,2018-10-20
PNG,671.8764001414609,2018-11-09
PNG,676.2242262284174,2018-11-29
PNG,680.5720523153739,2018-12-19
PNG,684.9198784023304,2019-01-08
PNG,689.2677044892869,2019-01-28
PNG,693.6155305762434,2019-02-17
PNG,697.9633566631999,2019-03-09
PNG,702.3111827501564,2019-03-29
PNG,706.6590088371129,2019-04-18
PNG,711.0068349240694,2019-05-08
PNG,715.3546610110259,2019-05-28
PNG,719.7024870979824,2019-06-17
PNG,724.0503131849389,2019-07-07
PNG,728.3981392718954,2019-07-27
PNG,732.7459653588519,2019-08-16
PNG,737.0937914458084,2019-09-05
PNG,741.4416175327649,2019-09-25
PNG,745.7894436197214,2019-10-15
PNG,750.1372697066779,2019-11-04
PNG,754.4850957936344,2019-11-24
PNG,758.8329218805909,2019-12-14
PNG,763.1807479675474,2020-01-03
PNG,767.5285740545039,2020-01-23
PNG,771.8764001414604,2020-02-12
PNG,776.2242262284169,2020-03-03
PNG,780.5720523153734,2020-03-23
PNG,784.9198784023299,2020-04-12
PNG,789.2677044892864,2020-05-02
PNG,793.6155305762429,2020-05-22
PNG,797.9633566631994,2020-06-11
PNG,802.3111827501559,2020-07-01
PNG,806.6590088371124,2020-07-21
PNG,811.0068349240689,2020-08-10
PNG,815.3546610110254,2020-08-30
PNG,819.7024870979819,2020-09-19
PNG,824.0503131849384,2020-10-09
PNG,828.3981392718949,2020-10-29
PNG,832.7459653588514,2020-11-18
PNG,837.0937914458079,2020-12-08
PNG,841.4416175327644,2020-12-28
PNG,845.7894436197209,2021-01-17
PNG,850.1372697066774,2021-02-06
PNG,854.485095793634,2021-02-26
PNG,858.8329218805904,2021-03-18
PNG,863.180747967547,2021-04-07
PNG,867.5285740545035,2021-04-27
PNG,871.87640014146,2021-05-17
PNG,876.2242262284165,2021-06-06
PNG,880.572052315373,2021-06-26
PNG,884.9198784023295,2021-07-16
PNG,889.267704489286,2021-08-05
PNG,893.6155305762425,2021-08-25
PNG,897.963356663199,2021-09-14
PNG,902.3111827501555,2021-10-04
PNG,906.659008837112,2021-10-24
PNG,911.0068349240685,2021-11-13
PNG,915.354661011025,2021-12-03
PNG,919.7024870979815,2021-12-23
PNG,924.050313184938,2022-01-12
PNG,928.3981392718945,2022-02-01
PNG,932.745965358851,2022-02-21
PNG,937.0937914458075,2022-03-13
PNG,941.441617532764,2022-04-02
PNG,945.7894436197205,2022-04-22
PNG,950.137269706677,2022-05-12
PNG,954.4850957936335,2022-06-01
PNG,958.83292188059,2022-06-21
PNG,963.1807479675465,2022-07-11
PNG,967.528574054503,2022-07-31
PNG,971.8764001414595,2022-08-20
PNG,976.224226228416,2022-09-09
PNG,980.5720523153725,2022-09-29
PNG,984.919878402329,2022-10-19
PNG,989.2677044892855,2022-11-08
GOOG,0.010130685847431872,2022-10-10
GOOG,0.020101769704247107,2022-10-19
GOOG,0.030455880286148124,2022-10-28
GOOG,0.04198990566100395,2022-11-06
